resource_name,nsmi_category,state,qualify_sentence,description,url
Public Defender,Crime and Prisons,Wisconsin,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.15
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 1.15
  if household_income <= threshold_level_good:
  	return 'GOOD'
  if household_income <= threshold_level_maybe:
  	return 'MAYBE'
  return 'BAD'","Income is available to apply to the costs of legal representation if it exceeds 115% of the Federal
Poverty Guidelines. Wisconsin Administrative Code: State Public Defender Board 3.03(3)",https://docs.legis.wisconsin.gov/code/admin_code/pd/3/03/8
Public Defender,Crime and Prisons,Wyoming,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person);
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person);
  if household_income <= threshold_level_good:
  	return 'GOOD'
  if household_income <= threshold_level_maybe:
  	return 'MAYBE'
  return 'BAD'",na,http://wyodefender.wyo.gov/
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Alabama,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Alaska,"def qualify():
  starting_income = 15600
  income_per_person = 5530
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Arizona,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Arkansas,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",California,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Colorado,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Connecticut,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Delaware,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",District of Columbia,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Florida,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Georgia,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Hawaii,"def qualify():
  starting_income = 14380
  income_per_person = 5080
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Idaho,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Illinois,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Indiana,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Iowa,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Kansas,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Kentucky,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Louisiana,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Maine,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Maryland,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Massachusetts,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Michigan,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Minnesota,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Mississippi,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Missouri,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Montana,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Nebraska,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",Nevada,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",New Hampshire,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",New Jersey,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
LSC Funded Legal Aid,"Family,Housing,Work,Benefits,""Money, Debt, and Consumer Issues"",Government Services,Veterans and Military",New Mexico,"def qualify():
  starting_income = 12490
  income_per_person = 4420
  threshold_level_good = (starting_income + (household_size - 1) * income_per_person) * 1.25
  threshold_level_maybe = (starting_income + (household_size - 1) * income_per_person) * 2
  if household_income <= threshold_level_good:
   return 'GOOD'
  if household_income <= threshold_level_maybe:
   return 'MAYBE'
  return 'BAD'","LSC-funded programs help people who live in households with annual incomes at or below 125% of the federal poverty guidelines, though some exceptions may allow for income up to 200% of the federal poverty guidlines. Clients come from every ethnic  and age group and live in rural, suburban, and urban areas. They are the working poor, veterans, homeowners and renters, families with children, farmers, people with disabilities, and the elderly.",https://www.federalregister.gov/documents/2019/02/04/2019-00889/income-level-for-individuals-eligible-for-assistance
